step,env_index,observation,action,clipped_action,direct_joint_command
80,0,"[0.7448437809944153, -0.17857879400253296, -0.7396578788757324, 0.5003649592399597, 0.29008471965789795, 0.25824064016342163, -0.10349031537771225, -0.00018055371765512973, -0.02374298870563507, -0.18479949235916138, 0.030954375863075256, 0.3966207206249237, -0.003560903947800398, 0.3803922235965729, 0.0025794904213398695, 0.21501977741718292, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.03082999959588051, 0.09512944519519806, 0.1448005735874176, 0.1739761233329773, -0.01539170928299427, 0.45621800422668457, 0.08252888172864914, -1.2093541622161865]","[-0.03082999959588051, 0.09512944519519806, 0.1448005735874176, 0.1739761233329773, -0.01539170928299427, 0.45621800422668457, 0.08252888172864914, -1.0]","[0.741760790348053, -0.16906584799289703, -0.7251778244972229, 0.5177625417709351, 0.28854554891586304, 0.30386245250701904, -0.09523742645978928, 790.0]"
81,0,"[0.7397596836090088, -0.16071143746376038, -0.7270267605781555, 0.5132896900177002, 0.28880542516708374, 0.30823540687561035, -0.09526468813419342, -4.836882362724282e-05, 0.19349928200244904, 0.1655092090368271, 0.14574764668941498, -0.14588935673236847, -0.01821632869541645, 0.6256007552146912, -0.00507257878780365, 0.06041477248072624, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.2220478653907776, -0.3155655860900879, -0.10822764784097672, 0.6880165338516235, -0.029540488496422768, -0.0751592144370079, 0.03993145003914833, -1.2262036800384521]","[-0.2220478653907776, -0.3155655860900879, -0.10822764784097672, 0.6880165338516235, -0.029540488496422768, -0.0751592144370079, 0.03993145003914833, -1.0]","[0.7175549268722534, -0.1922679990530014, -0.7378495335578918, 0.5820913314819336, 0.285851389169693, 0.3007194995880127, -0.0912715420126915, 790.0]"
82,0,"[0.7273596525192261, -0.18669886887073517, -0.7339028120040894, 0.5189182758331299, 0.28525736927986145, 0.3112472891807556, -0.09134113788604736, -7.61081391829066e-05, -0.6265173554420471, -0.46701011061668396, -0.2983107566833496, 0.5896496772766113, -0.011437682434916496, -0.7736212015151978, 0.04020891711115837, 0.038769662380218506, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.3630334436893463, 0.35072049498558044, 0.6311352849006653, -0.2194315493106842, 0.10010765492916107, 0.5882287621498108, 0.07832811027765274, -1.1522800922393799]","[0.3630334436893463, 0.35072049498558044, 0.6311352849006653, -0.2194315493106842, 0.10010765492916107, 0.5882287621498108, 0.07832811027765274, -1.0]","[0.7636629939079285, -0.1516268253326416, -0.6707893013954163, 0.4969751238822937, 0.29526814818382263, 0.3700701594352722, -0.08350832760334015, 790.0]"
83,0,"[0.7345450520515442, -0.14903098344802856, -0.715470016002655, 0.5113709568977356, 0.29931870102882385, 0.36541885137557983, -0.08310998231172562, 5.985867028357461e-05, 3.0083224773406982, 0.6213775277137756, -1.1597005128860474, -1.1865105628967285, -0.5077687501907349, 0.9519553184509277, 0.060199689120054245, 2.90796160697937e-05, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.5487139225006104, -0.7714868783950806, -0.689386785030365, 1.3173394203186035, -0.15825821459293365, -1.1088544130325317, -0.05093894153833389, -1.433091163635254]","[-0.5487139225006104, -0.7714868783950806, -0.689386785030365, 1.0, -0.15825821459293365, -1.0, -0.05093894153833389, -1.0]","[0.6796736717224121, -0.22617967426776886, -0.784408688545227, 0.6113709807395935, 0.28349289298057556, 0.2654188573360443, -0.08820387721061707, 790.0]"
84,0,"[0.7092342972755432, -0.19854065775871277, -0.6795186996459961, 0.4251863956451416, 0.2791459560394287, 0.2810700833797455, -0.0888703241944313, -0.00038169152685441077, -3.3775675296783447, -2.1833975315093994, 2.271045207977295, -1.928120732307434, 0.9915356040000916, -2.436967372894287, -0.015927404165267944, 0.45278266072273254, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.25143977999687195, -0.4353502690792084, 0.26691949367523193, 0.8377972841262817, -0.07710082083940506, -0.7106817960739136, 0.028802894055843353, -1.0887969732284546]","[-0.25143977999687195, -0.4353502690792084, 0.26691949367523193, 0.8377972841262817, -0.07710082083940506, -0.7106817960739136, 0.028802894055843353, -1.0]","[0.6840903162956238, -0.24207568168640137, -0.652826726436615, 0.5089661478996277, 0.2714358866214752, 0.2100019007921219, -0.08599003404378891, 790.0]"
85,0,"[0.6659998297691345, -0.2549871504306793, -0.6688340902328491, 0.40605688095092773, 0.2754804491996765, 0.21067295968532562, -0.08576889336109161, 0.0001030089842970483, -0.10143104195594788, 0.7465750575065613, 0.26055464148521423, 0.9818277955055237, -0.022060712799429893, -1.6352592706680298, 0.02586289867758751, -0.06351255625486374, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.2955038845539093, 0.3266475200653076, 0.21598073840141296, 0.3369760811328888, 0.11011609435081482, 0.30750101804733276, -0.029165402054786682, -1.3305710554122925]","[0.2955038845539093, 0.3266475200653076, 0.21598073840141296, 0.3369760811328888, 0.11011609435081482, 0.30750101804733276, -0.029165402054786682, -1.0]","[0.6955502033233643, -0.22232240438461304, -0.6472359895706177, 0.4397544860839844, 0.2864920496940613, 0.24142305552959442, -0.08868543058633804, 790.0]"
86,0,"[0.6944628953933716, -0.20608632266521454, -0.6461949348449707, 0.4530414938926697, 0.28604739904403687, 0.24046170711517334, -0.0886811688542366, -0.00028744968585669994, 0.8086762428283691, -0.22393493354320526, 0.6679374575614929, -0.26200851798057556, -0.15954828262329102, 0.7673786282539368, -0.01057184487581253, 0.3267231583595276, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.7326037883758545, -0.06520716100931168, -0.7807777523994446, 0.7927234172821045, -0.26705268025398254, -0.3150458335876465, 0.043775953352451324, -1.4184210300445557]","[-0.7326037883758545, -0.06520716100931168, -0.7807777523994446, 0.7927234172821045, -0.26705268025398254, -0.3150458335876465, 0.043775953352451324, -1.0]","[0.6212025284767151, -0.21260704100131989, -0.7242727279663086, 0.5323138236999512, 0.25934213399887085, 0.20895712077617645, -0.08430357277393341, 790.0]"
87,0,"[0.6494899392127991, -0.19687418639659882, -0.6366432309150696, 0.471015602350235, 0.254876971244812, 0.22345919907093048, -0.08485633879899979, 0.00027518440037965775, -3.017155170440674, 0.10561051219701767, 0.9211558103561401, 0.7649558782577515, 0.9451168179512024, -0.8990997076034546, -0.03628217428922653, -0.34059691429138184, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.5149366855621338, 0.23034554719924927, 0.799335241317749, -0.07325514405965805, 0.043870843946933746, 0.8762587308883667, -0.025592751801013947, -1.1177297830581665]","[0.5149366855621338, 0.23034554719924927, 0.799335241317749, -0.07325514405965805, 0.043870843946933746, 0.8762587308883667, -0.025592751801013947, -1.0]","[0.7009835839271545, -0.17383962869644165, -0.5567097067832947, 0.4636901021003723, 0.2592640519142151, 0.3110850751399994, -0.08741561323404312, 790.0]"
88,0,"[0.6760537028312683, -0.17383795976638794, -0.6806541681289673, 0.47676804661750793, 0.263021320104599, 0.3064529597759247, -0.0868510976433754, -3.1306026357924566e-06, 3.128507614135742, 0.27087682485580444, -2.1690495014190674, -0.9351576566696167, -0.9989780187606812, 1.290991187095642, 0.009327664971351624, -0.0991927981376648, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.017650876194238663, -0.6700056791305542, -0.24570497870445251, 1.1809382438659668, 0.12274134904146194, -0.8654694557189941, -0.04110892862081528, -1.5172922611236572]","[-0.017650876194238663, -0.6700056791305542, -0.24570497870445251, 1.0, 0.12274134904146194, -0.8654694557189941, -0.04110892862081528, -1.0]","[0.6742886304855347, -0.24083852767944336, -0.7052246928215027, 0.5767680406570435, 0.2752954661846161, 0.2199060022830963, -0.0909619927406311, 790.0]"
89,0,"[0.6927342414855957, -0.23286423087120056, -0.6947213411331177, 0.4051830768585205, 0.27236124873161316, 0.22911010682582855, -0.0911278948187828, -0.0001967650605365634, -0.7463068962097168, -1.6948543787002563, -0.24002477526664734, -1.2767949104309082, 0.04295647516846657, -2.50343918800354, 0.012755591422319412, 0.15618886053562164, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.2281373143196106, -0.11304441094398499, 0.562311589717865, 0.6691793203353882, 0.1425057351589203, -0.46146243810653687, 0.02387499064207077, -1.3443348407745361]","[0.2281373143196106, -0.11304441094398499, 0.562311589717865, 0.6691793203353882, 0.1425057351589203, -0.46146243810653687, 0.02387499064207077, -1.0]","[0.7155479788780212, -0.24416866898536682, -0.6384902000427246, 0.47210100293159485, 0.2866118252277374, 0.18296386301517487, -0.08874039351940155, 790.0]"
90,0,"[0.6919423341751099, -0.24222876131534576, -0.6620677709579468, 0.424446165561676, 0.2928791046142578, 0.18695670366287231, -0.08864443004131317, -0.0002169555809814483, 0.35715368390083313, 0.8322999477386475, 1.6409623622894287, 1.4460022449493408, 0.05468825250864029, -0.858700156211853, 0.12548184394836426, 0.3964454233646393, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.45241600275039673, 0.3922951817512512, -0.5724977850914001, 0.17883285880088806, -0.1882951408624649, 0.5113113522529602, 0.04717440903186798, -1.2972595691680908]","[-0.45241600275039673, 0.3922951817512512, -0.5724977850914001, 0.17883285880088806, -0.1882951408624649, 0.5113113522529602, 0.04717440903186798, -1.0]","[0.6467007398605347, -0.20299923419952393, -0.7193175554275513, 0.442329466342926, 0.2740495800971985, 0.23808783292770386, -0.08392699062824249, 790.0]"
91,0,"[0.6747744083404541, -0.1852140575647354, -0.6653498411178589, 0.4618500769138336, 0.26858869194984436, 0.2414383590221405, -0.0843149721622467, 0.00020551947818603367, -2.769709587097168, -0.08905261754989624, 1.0279483795166016, -0.9615719318389893, 0.6934422254562378, 1.3140010833740234, -0.14743749797344208, -0.25584107637405396, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.07817888259887695, -0.3781934678554535, 0.4834263324737549, 0.8409686088562012, -0.015602806583046913, -0.22866690158843994, -0.026927992701530457, -1.1995339393615723]","[0.07817888259887695, -0.3781934678554535, 0.4834263324737549, 0.8409686088562012, -0.015602806583046913, -0.22866690158843994, -0.026927992701530457, -1.0]","[0.6825922727584839, -0.22303339838981628, -0.6170071959495544, 0.5459469556808472, 0.26702842116355896, 0.21857166290283203, -0.08700776845216751, 790.0]"
92,0,"[0.6560034155845642, -0.22807712852954865, -0.6416820287704468, 0.428640216588974, 0.2720179855823517, 0.22340014576911926, -0.08686699718236923, -0.00036841060500591993, 0.615593433380127, -0.3908621668815613, 1.002053141593933, 0.009099950082600117, -0.12608219683170319, -1.4672921895980835, 0.06236129254102707, 0.5021752119064331, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.25690656900405884, 0.19191735982894897, -0.4617607593536377, 0.48396846652030945, 0.0015923436731100082, 0.059748195111751556, 0.0569324865937233, -1.4262237548828125]","[-0.25690656900405884, 0.19191735982894897, -0.4617607593536377, 0.48396846652030945, 0.0015923436731100082, 0.059748195111751556, 0.0569324865937233, -1.0]","[0.6303127408027649, -0.20888538658618927, -0.6878581047058105, 0.47703707218170166, 0.27217721939086914, 0.229374960064888, -0.08117374777793884, 790.0]"
93,0,"[0.6550102233886719, -0.18835864961147308, -0.6716806292533875, 0.47847887873649597, 0.26940494775772095, 0.2323191612958908, -0.08125808835029602, 0.00016454844444524497, -0.8437895774841309, 0.130105122923851, -1.1205475330352783, 0.526847243309021, 0.23387765884399414, 0.23195183277130127, 0.012330413796007633, -0.22526727616786957, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.7340388298034668, 0.09510591626167297, 0.9030827283859253, 0.2217927873134613, 0.21355436742305756, 0.6753208637237549, -0.007790370844304562, -1.1677274703979492]","[0.7340388298034668, 0.09510591626167297, 0.9030827283859253, 0.2217927873134613, 0.21355436742305756, 0.6753208637237549, -0.007790370844304562, -1.0]","[0.7284141182899475, -0.1788480579853058, -0.5813723802566528, 0.5006581544876099, 0.2907603979110718, 0.2998512387275696, -0.08203712850809097, 790.0]"
94,0,"[0.7052352428436279, -0.17397278547286987, -0.7279145121574402, 0.49824365973472595, 0.29411622881889343, 0.2999931275844574, -0.08158525079488754, -0.00017479239613749087, 3.0759806632995605, -0.036969009786844254, -1.9615347385406494, -0.04430343583226204, -1.0305955410003662, 0.9006974101066589, 0.0007222607964649796, 0.0815153568983078, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[0.1755812168121338, -0.3409288227558136, -0.061307743191719055, 0.7470194101333618, 0.19228827953338623, -0.1515337973833084, 0.014598841778934002, -1.3959414958953857]","[0.1755812168121338, -0.3409288227558136, -0.061307743191719055, 0.7470194101333618, 0.19228827953338623, -0.1515337973833084, 0.014598841778934002, -1.0]","[0.7227933406829834, -0.2080656737089157, -0.7340452671051025, 0.5729455947875977, 0.3133450448513031, 0.2848397493362427, -0.0801253691315651, 790.0]"
95,0,"[0.740623950958252, -0.20410892367362976, -0.7217967510223389, 0.5036728978157043, 0.310668021440506, 0.2962001860141754, -0.08030439913272858, -9.064651385415345e-05, -0.06379790604114532, -0.3618261516094208, 0.10937649011611938, 0.6094415187835693, -0.09232722967863083, -0.9852909445762634, 0.031331319361925125, 0.009113469161093235, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.10552823543548584, 0.45793411135673523, 0.10023795068264008, -0.129765123128891, -0.16169030964374542, 0.4692176878452301, 0.09090863913297653, -1.1904785633087158]","[-0.10552823543548584, 0.45793411135673523, 0.10023795068264008, -0.129765123128891, -0.16169030964374542, 0.4692176878452301, 0.09090863913297653, -1.0]","[0.7300711274147034, -0.158315509557724, -0.7117729783058167, 0.49069637060165405, 0.2944989800453186, 0.3431219458580017, -0.07121353596448898, 790.0]"
96,0,"[0.7244941592216492, -0.14749935269355774, -0.7161474823951721, 0.5058189630508423, 0.29552268981933594, 0.3418091833591461, -0.07105334848165512, 0.0001752909884089604, 0.06534813344478607, 0.7481052279472351, 0.005453010089695454, -1.195730447769165, 0.014835533685982227, 0.9826996326446533, -0.010137277655303478, -0.15152494609355927, 0.44305184483528137, 0.03439965099096298, -0.08534400165081024, -0.016326308250427246, -0.9998667240142822, -0.0, 0.9998667240142822, -0.016326308250427246, 0.0]","[-0.23918357491493225, -0.7739173173904419, -0.13822782039642334, 1.2214338779449463, -0.050687603652477264, -0.787691056728363, -0.08041580021381378, -1.3417774438858032]","[-0.23918357491493225, -0.7739173173904419, -0.13822782039642334, 1.0, -0.050687603652477264, -0.787691056728363, -0.08041580021381378, -1.0]","[0.7005758285522461, -0.22489109635353088, -0.7299702763557434, 0.6058189868927002, 0.2904539406299591, 0.26304006576538086, -0.07909493148326874, 790.0]"
